No,No
Discount,Discount
"Credit Card Type","Tipo de Cartão de Crédito"
"Credit Card Number","Número do Cartão de Crédito"
"Expiration Date","Data de Validade"
"Card Verification Number","Número de Verificação do Cartão"
"--Please Select--","--Por Favor, Escolha--"
"Card Verification Number Visual Reference","Card Verification Number Visual Reference"
"What is this?","O que é isso?"
Shipping,Shipping
Yes,Yes
N/A,Indisponível
Month,Mês
Year,Ano
"Start Date","Data de início"
"We cannot retrieve the payment method model object.","We cannot retrieve the payment method model object."
"We cannot retrieve the payment info model object.","We cannot retrieve the payment info model object."
"Switch/Solo/Maestro Issue Number","Número de Emissão Switch/Solo/Maestro"
"Switch/Solo/Maestro Start Date","Data Inicial do Switch/Solo/Maestro"
"All Allowed Countries","All Allowed Countries"
"Specific Countries","Specific Countries"
"The payment method you requested is not available.","The payment method you requested is not available."
"The payment disallows storing objects.","The payment disallows storing objects."
"We cannot retrieve the payment method code.","We cannot retrieve the payment method code."
"We cannot retrieve the payment information object instance.","We cannot retrieve the payment information object instance."
"You can't use the payment type you selected to make payments to the billing country.","You can't use the payment type you selected to make payments to the billing country."
"The order action is not available.","The order action is not available."
"The authorize action is not available.","The authorize action is not available."
"The capture action is not available.","The capture action is not available."
"The refund action is not available.","The refund action is not available."
"Void action is not available.","Ação de cancelamento não está disponível."
"The payment review action is unavailable.","A ação de revisão de pagamento não está disponível."
"Credit card number mismatch with credit card type.","O número de cartão de crédito não corresponde ao tipo de cartão de crédito."
"Invalid Credit Card Number","Número de cartão de crédito inválido"
"Credit card type is not allowed for this payment method.","O tipo de cartão de crédito não é permitido para esta forma de pagamento."
"Please enter a valid credit card verification number.","Por favor insira um número de verificação de cartão de crédito válido."
"We found an incorrect credit card expiration date.","We found an incorrect credit card expiration date."
"Switch/Solo/Maestro Only","Somente Swith/Solo/Maestro"
"Issue Number","Número de Emissão"
" is not available. You still can process offline actions."," is not available. You still can process offline actions."
"Payment Methods","Payment Methods"
